String,Type,label,aug
Only 10 left in stock,Scarcity,1,0
Receive news and updates on new products,Not Dark Pattern,0,0
Competitions,Not Dark Pattern,0,0
"No Thanks, I prefer paying full price.",Misdirection,1,0
You can get 35% off everything if you place your order before 16h 59m.,Urgency,1,1
There are watches.,Not Dark Pattern,0,1
Only 8 left!,Scarcity,1,0
FLASH SALE | LIMITED TIME ONLY Shop Now,Urgency,1,0
People Tree follows the best practices of the World Fair Trade Organization.,Not Dark Pattern,0,1
 Cooling & Air Treatment ,Not Dark Pattern,0,0
8 customers have bought today,Social Proof,1,0
There is limited time.,Urgency,1,1
"THE COMPETITION $1,299.99",Misdirection,1,0
Save $200 off grooming.,Urgency,1,1
FREE SHIPPING // FOR A LIMITED TIME ONLY,Urgency,1,0
There is a nursery.,Not Dark Pattern,0,1
Not sold separately,Not Dark Pattern,0,0
Less than 10 left in stock,Scarcity,1,0
View All Tops,Not Dark Pattern,0,0
This campaign was taken down for content reasons,Not Dark Pattern,0,0
 Sports Bras ,Not Dark Pattern,0,0
 Women's Bags ,Not Dark Pattern,0,0
227 were bought already.,Social Proof,1,1
"For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies: ",Not Dark Pattern,0,0
Limited Stock,Scarcity,1,0
Ken bought a Dreamville Hoodie a month ago.,Social Proof,1,1
ONLY 3 LEFT IN STOCK!,Scarcity,1,0
Better results can be achieved by adding something.,Misdirection,1,1
Trousers & Chinos,Not Dark Pattern,0,0
SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food was purchased by a person in New Zealand.,Social Proof,1,1
Keep up with crankbrothers,Not Dark Pattern,0,0
Only 25 Deals left,Scarcity,1,0
"25,439 people have viewed this item",Social Proof,1,0
More than 752 users are adding shapewear to their cart. Is your size left?,Social Proof,1,0
There are events and entertainment.,Not Dark Pattern,0,1
Christian Dior,Not Dark Pattern,0,0
Solar Powered Paw Print Ground Light,Not Dark Pattern,0,0
Limited time - final price reflects extra 29% off,Urgency,1,0
ONLY 1 ITEM LEFT,Scarcity,1,0
There are only 1 item left in stock.,Scarcity,1,0
The Whittington Center Store is owned by the National Rifle Association.,Not Dark Pattern,0,1
COMBAT GEARHot,Not Dark Pattern,0,0
"Sign up for the latest updates, products and offers",Not Dark Pattern,0,0
Hurry! Only 1 left!,Scarcity,1,0
BMW Remotes,Not Dark Pattern,0,0
There are recommendations for Rudraksha.,Not Dark Pattern,0,1
"Trey in Columbia, United States purchased Leather Cord Capsule",Social Proof,1,0
The Choose Your Flavors 5 Bag Sample Pack was purchased by Faith in the United States about an hour ago.,Social Proof,1,1
Mens Footwear,Not Dark Pattern,0,0
There is a custom kids headwear.,Not Dark Pattern,0,1
135 people have this in their cart,Social Proof,1,0
 Affiliate ,Not Dark Pattern,0,0
Q: Will this damage my hair?,Not Dark Pattern,0,0
I don't like free gifts.,Misdirection,1,1
Wireless Microphone,Not Dark Pattern,0,0
 Charity Collection ,Not Dark Pattern,0,0
A universal fit phone stand.,Not Dark Pattern,0,1
 Entertainment Centers & TV Stands ,Not Dark Pattern,0,0
Cleaning tools and brushes.,Not Dark Pattern,0,1
"No thanks, I don't like free stuff",Misdirection,1,0
Computer Accessories,Not Dark Pattern,0,0
All home office furniture.,Not Dark Pattern,0,1
Cargo Trousers,Not Dark Pattern,0,0
There are cargo trousers.,Not Dark Pattern,0,1
Only 14 left!,Scarcity,1,0
All Girls Clothing,Not Dark Pattern,0,0
(Only 5 Left),Scarcity,1,0
FRAMON #2 Code Machine Offer - Limited time offer!,Urgency,1,0
Only 2 left,Scarcity,1,0
0 DAYS22 HOURS13 MINUTES21 SECONDS ,Urgency,1,0
Data processor privacy policy,Not Dark Pattern,0,1
6 people have looked at this in the last few hrs.,Social Proof,1,0
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",Not Dark Pattern,0,0
"In real time, be aware of what is going on at home.",Not Dark Pattern,0,1
Boys Purple School Uniforms,Not Dark Pattern,0,0
Limited Time Sale - Buy Now!,Urgency,1,0
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,Social Proof,1,0
Cross Body,Not Dark Pattern,0,0
The short sleeve crew neck dress has a print on it.,Not Dark Pattern,0,1
Less than 7 left!,Scarcity,1,0
"No thank you, I prefer to pay for shipping.",Misdirection,1,0
Whey Protein Isolate,Not Dark Pattern,0,0
ONLY 5 LEFT,Scarcity,1,0
Welcome To Hotter us,Not Dark Pattern,0,0
 Tracksuit,Not Dark Pattern,0,0
Limited Availability,Scarcity,1,0
 Continue with Facebook Continue with Google ,Not Dark Pattern,0,0
There are limited time offers.,Urgency,1,1
Password can be show.,Not Dark Pattern,0,1
Discount pending $10 OFF 00:30:00,Urgency,1,0
 Black / White Refine by Color: Black / White ,Not Dark Pattern,0,0
I don't want 20% off my order.,Misdirection,1,1
Baby Nursing & Feeding,Not Dark Pattern,0,0
Womens Plaid Clothing,Not Dark Pattern,0,0
I'd like a little bit of a break.,Misdirection,1,1
"Tyler in Norwalk, United States purchased a",Social Proof,1,0
Men's Accessories ,Not Dark Pattern,0,0
Excellent color results with our hair color wax.,Not Dark Pattern,0,1
"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",Not Dark Pattern,0,0
Your order is priority one for 13:22 minutes.,Urgency,1,1
I pay full price.,Misdirection,1,1
Expand My eBay,Not Dark Pattern,0,0
"We're sorry, this store is closed.",Not Dark Pattern,0,0
 Casual V-Neck Sleeveless T-Shirt ,Not Dark Pattern,0,0
Media Players,Not Dark Pattern,0,0
The time remaining is 04:50.,Urgency,1,1
Offer ends in,Urgency,1,0
Drawstring Backpacks,Not Dark Pattern,0,0
HURRY! ONLY 2 LEFT IN STOCK!,Scarcity,1,0
11 people have purchased this item,Social Proof,1,0
*Only 2 left in stock. Don't miss out!,Scarcity,1,0
There are fashion forms.,Not Dark Pattern,0,1
Nightforce New Year Clearance,Not Dark Pattern,0,0
Nursing chairs,Not Dark Pattern,0,0
$69.50 For A Limited Time Details,Urgency,1,0
"In the last 48 hours, add to bag 7 times.",Social Proof,1,1
There are 29 minutes and 26 seconds left in the day.,Urgency,1,1
 cm in ,Not Dark Pattern,0,0
Bathroom Lighting,Not Dark Pattern,0,0
Choose which store you would like to visit,Not Dark Pattern,0,0
commonpandacom@commonpandacom,Not Dark Pattern,0,0
"Don't miss out, be quick.",Urgency,1,1
Homeware Trends,Not Dark Pattern,0,0
ON SALE AT $1.99 FOR A LIMITED TIME,Urgency,1,0
The page you were looking for doesn't exist.,Not Dark Pattern,0,0
"HURRY, LOW IN STOCK!",Scarcity,1,0
You can compare products.,Not Dark Pattern,0,1
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,Urgency,1,0
There are spring styles.,Not Dark Pattern,0,1
The shoes are rose gold.,Not Dark Pattern,0,1
Ladies Flat Embroidered Slip-On Dirty Shoes.,Not Dark Pattern,0,1
1 people bought Jotter To Do Refill in the last few hours,Social Proof,1,0
By Brand All Men's Brands ,Not Dark Pattern,0,0
Only 9 units left in stock online.,Scarcity,1,0
Someone in Washington bought a Men's Orthotic Insoles.,Social Proof,1,1
Only 8 item(s) left,Scarcity,1,0
Careers about us affiliates privacy settings,Not Dark Pattern,0,1
Your cart will not be used for more than 10 minutes.,Urgency,1,1
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Social Proof,1,0
There are pillow cases and shams.,Not Dark Pattern,0,1
The ladies are wearing a dress.,Not Dark Pattern,0,1
 Home » ,Not Dark Pattern,0,0
Specialist Tools,Not Dark Pattern,0,0
In Stock only 3 left,Scarcity,1,0
 Low Price Guarantee ,Not Dark Pattern,0,0
Save $5 off orders of $70 or more and get a free gift with it.,Urgency,1,1
MoTrail,Not Dark Pattern,0,0
Enter the code at checkout to get 10% off.,Urgency,1,1
View All Home Accessories,Not Dark Pattern,0,0
There are devices.,Not Dark Pattern,0,1
 Crossbody & Belt Bags ,Not Dark Pattern,0,0
1 left at this price,Scarcity,1,0
Carnival Remotes,Not Dark Pattern,0,0
Prices will increase in 11 days.,Urgency,1,1
Clocks ,Not Dark Pattern,0,0
 Plant-Based Beauty ,Not Dark Pattern,0,0
You can choose between a Madison Reed Membership or just one box.,Misdirection,1,1
I will pay full price.,Misdirection,1,1
Lunch boxes and food containers from Bento.,Not Dark Pattern,0,1
715 people have added this item to cart,Social Proof,1,0
I don't want to look my best.,Misdirection,1,1
There are deals of the week.,Not Dark Pattern,0,1
 Exclusive offers & discounts for club members via email ,Not Dark Pattern,0,0
Only 2 Left,Scarcity,1,0
"No, I don't feel lucky.",Misdirection,1,0
660 people have viewed today,Social Proof,1,0
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,Misdirection,1,0
I will just pay the full price.,Misdirection,1,1
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,Scarcity,1,0
"In the last 24 hours, 45 have been added.",Social Proof,1,1
 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit ,Not Dark Pattern,0,0
Going Fast: Limited Quantities Left!,Scarcity,1,0
ONLY 2 LEFT IN STOCK!,Scarcity,1,0
Hurry! Only 1 left in stock,Scarcity,1,0
"If you are one of those constantly devoted to healthy eating, weight loss plans,..",Not Dark Pattern,0,0
Only 5 left!,Scarcity,1,0
Free Shipping,Not Dark Pattern,0,0
The offer ends in 9 hours.,Urgency,1,1
Stay up to date with White Cloud's news and savings by signing up.,Not Dark Pattern,0,1
99 people are looking at this right now,Social Proof,1,0
All Womens Accessories,Not Dark Pattern,0,0
How Do I Rinse Off My Overnight Hair Oil Treatment?,Not Dark Pattern,0,0
"You choose: just one box, or a  Madison Reed Membership?",Misdirection,1,0
Strength training and functional training.,Not Dark Pattern,0,1
This item is in high demand.,Scarcity,1,0
Shop by Health Goals,Not Dark Pattern,0,0
The time is limited.,Urgency,1,1
ONLY 9 LEFT,Scarcity,1,0
Only 2 units left!,Scarcity,1,0
LIMITED TIME ONLY!,Urgency,1,0
"No, I don't want a discount",Misdirection,1,0
2 left,Scarcity,1,0
"No Thanks, I don't like free stuff.",Misdirection,1,0
The Arrow.,Not Dark Pattern,0,1
I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!,Not Dark Pattern,0,0
 Cosmic Rainbow ,Not Dark Pattern,0,0
POSTED BY @missladywoolf#motoin,Not Dark Pattern,0,0
Taxes and shipping will be estimated at checkout.,Not Dark Pattern,0,0
 V-neck Casual Loose Embroidered Short Sleeve Blouse ,Not Dark Pattern,0,0
 Brass Shankh ,Not Dark Pattern,0,0
69 people are viewing this,Social Proof,1,0
POPULAR 64 others checked this out in the last few hours.,Social Proof,1,0
21 people looked at this during the last 24 hours,Social Proof,1,0
Interactive Tent Finder,Not Dark Pattern,0,0
43 added to bag in the last 48hrs,Social Proof,1,0
Someone from Airdrie bought this item.,Social Proof,1,1
Don't miss out on our table decoration system.,Misdirection,1,1
"No thanks, I'll still want to pay full price",Misdirection,1,0
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",Social Proof,1,0
There are Processors and CPUs.,Not Dark Pattern,0,1
"No thanks, I've got too much cool Glock stuff!",Misdirection,1,0
39 people have this in their cart,Social Proof,1,0
 Eye Protection,Not Dark Pattern,0,0
Royal Python Vivariums,Not Dark Pattern,0,0
Someone in the city has added a Nebulizing Diffuser® to their cart.,Social Proof,1,1
 info@chainedandable.com ,Not Dark Pattern,0,0
We don't give out your information to third parties.,Not Dark Pattern,0,1
 EDC-V Megalodon Bottle Opener - Brass (Exclusive),Not Dark Pattern,0,0
 Join NRA or Renew,Not Dark Pattern,0,0
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,1,0
"No thanks, I don't want 15% off",Misdirection,1,0
"No Thanks, I Don't Like Saving Money.",Misdirection,1,0
Medium GreyLogan T-Shirt Jersey Comforter and Sham Set,Not Dark Pattern,0,0
on Freight,Not Dark Pattern,0,0
 ≡ Filter Reviews Clicking on the following button will update the content below ,Not Dark Pattern,0,0
Shop Men's Styles,Not Dark Pattern,0,0
Motion Control System,Not Dark Pattern,0,0
3 people bought this item last week.,Social Proof,1,0
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Social Proof,1,0
 Worldwide ,Not Dark Pattern,0,0
 Sold out ,Not Dark Pattern,0,0
TVs,Not Dark Pattern,0,0
 New in ,Not Dark Pattern,0,0
A person from Australia started buying this.,Social Proof,1,1
Up to 2 years of accidental damage coverage is included with AppleCare+.,Misdirection,1,1
 Accessibility statement ,Not Dark Pattern,0,0
Your order will be ready for you in 6:56 minutes.,Urgency,1,1
It was sold out.,Not Dark Pattern,0,1
PopTop is a product type.,Not Dark Pattern,0,1
80 Customers are considering this product right now.,Social Proof,1,0
Search.,Not Dark Pattern,0,1
Would you like to purchase an Extended Protection Plan?,Misdirection,1,0
There is a manual washer for the lens.,Not Dark Pattern,0,1
Payment methods can be used.,Not Dark Pattern,0,1
" well, this is awkward. ",Not Dark Pattern,0,0
Cart will expire in 08:19 minutes!,Urgency,1,0
People are viewing a product.,Social Proof,1,1
 #CERTIFIED_FACE_MASKS ,Not Dark Pattern,0,0
"No Thanks, I prefer not to have a protection plan",Misdirection,1,0
Only 7 left,Scarcity,1,0
ALMOST GONE - only 2 remaining!,Scarcity,1,0
"Casual shoes, sandals, flip-flops, shoe care and accessories.",Not Dark Pattern,0,1
Someone bought ADV.2 about 41 minutes ago.,Social Proof,1,1
"No thanks, I will skip this deal.",Misdirection,1,1
Score! You've Qualified for a Checkout Bonus,Misdirection,1,0
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Social Proof,1,0
Flat Iron,Not Dark Pattern,0,0
Would you like to buy more and save more?,Misdirection,1,0
sweatshirts,Not Dark Pattern,0,0
" Synthetic nicotine | Strawberry, kiwi & pomegranate ",Not Dark Pattern,0,0
 dFresh - Fresh Products ,Not Dark Pattern,0,0
I definitely measured correctly.,Misdirection,1,1
Wall art,Not Dark Pattern,0,0
The world's most densely populated areas.,Misdirection,1,1
Only 3 left,Scarcity,1,0
Legislation and politics.,Not Dark Pattern,0,1
"Hurry, 20% off, limited time offer!",Urgency,1,1
Only 5 item(s) left.,Scarcity,1,0
Your order will be ready for 29:52 minutes.,Urgency,1,1
4 people have purchased this item,Social Proof,1,0
No I don't feel lucky,Misdirection,1,0
Rock N' Roll - White Camo Windbreaker.,Not Dark Pattern,0,1
Birthday Novelties.,Not Dark Pattern,0,1
"No thanks, I don't like promotions and exclusive content.",Misdirection,1,0
Enable cookies to use the shopping cart,Not Dark Pattern,0,0
137 users are currently active on our website,Social Proof,1,0
TiesToys & GamesTravelWatches,Not Dark Pattern,0,0
I already have this item.,Misdirection,1,1
Floral Cross Stitch & Embroidery Kits,Not Dark Pattern,0,0
 Customer Support ,Not Dark Pattern,0,0
JUST 1 LEFT!,Scarcity,1,0
27 people recently purchased this item.,Social Proof,1,1
"No thanks, I don't like deals.",Misdirection,1,0
Sports ,Not Dark Pattern,0,0
 Naked Wolfe ,Not Dark Pattern,0,0
1 people are viewing this currently,Social Proof,1,0
"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",Social Proof,1,0
new merch coming soon,Not Dark Pattern,0,0
I won't get a discount.,Misdirection,1,1
Men's Pullover Sweaters,Not Dark Pattern,0,0
Your order is not available at this time.,Urgency,1,1
There is a flowers quiz.,Not Dark Pattern,0,1
 Shop All Men's Boots ,Not Dark Pattern,0,0
Log in / Create an account,Not Dark Pattern,0,0
Offer ends 0Hours:04Minutes:46Seconds,Urgency,1,0
"The Take Out The Boat Jumpsuit was bought by a person in Burlington, Wisconsin.",Social Proof,1,1
You have been approved for a Checkout Bonus.,Misdirection,1,1
"To get your mystery offer, spin to it.",Misdirection,1,1
Bath Bombs & Salts,Not Dark Pattern,0,0
Only 3 Left! Get it before it`s gone!,Scarcity,1,0
 韓國香氛 Cosmic Mansion ,Not Dark Pattern,0,0
"no thanks, I don't like to save",Misdirection,1,0
Only 9 Left.,Scarcity,1,0
 Remove Product? ,Not Dark Pattern,0,0
Customers also bought,Misdirection,1,0
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Social Proof,1,0
You can shop by activity.,Not Dark Pattern,0,1
Christmas Craft Ideas,Not Dark Pattern,0,0
 Excellent service all round ,Not Dark Pattern,0,0
The deal runs for 25 minutes and 22 seconds.,Urgency,1,1
High-Waisted Shorts,Not Dark Pattern,0,0
Lease to Own conditions,Not Dark Pattern,0,0
"Hurry, only a few left!",Scarcity,1,0
Black / White is refined by color.,Not Dark Pattern,0,1
"Only 3 left , In Stock",Scarcity,1,0
 ★ ★ ★ ★ ★ ,Not Dark Pattern,0,0
The currency is selected.,Not Dark Pattern,0,1
 PopWallet+ Refine by Product Type: PopWallet+ ,Not Dark Pattern,0,0
