String,Type,label,predicate
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1,Countdown Timers
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,1,Countdown Timers
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,Scarcity,1,Low-stock Messages
"Bobby in Decatur, United States just purchased",Social Proof,1,Activity Notifications
I'D RATHER PAY FULL PRICE,Misdirection,1,Confirmshaming
ONLY 1 LEFT,Scarcity,1,Low-stock Messages
"touching, funny and romantic",Not Dark Pattern,0,None
Limited Time!,Urgency,1,Limited-time Messages
 Shop All NFL ,Not Dark Pattern,0,None
 Buy Tablets ,Not Dark Pattern,0,None
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Urgency,1,Countdown Timers
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof,1,Activity Notifications
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,1,Countdown Timers
96 ITEM(S) LEFT IN STOCK!,Scarcity,1,Low-stock Messages
"Size low on stock, only 1 item left",Scarcity,1,Low-stock Messages
Only 3 Left!,Scarcity,1,Low-stock Messages
Over 238 people have bought this product,Social Proof,1,Activity Notifications
Boys Red School Uniforms,Not Dark Pattern,0,None
No thanks. I don't like free things...,Misdirection,1,Confirmshaming
 V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,Not Dark Pattern,0,None
9 people are currently viewing this product,Social Proof,1,Activity Notifications
Holland Cooper,Not Dark Pattern,0,None
 Share on Pinterest ,Not Dark Pattern,0,None
Limited stock!,Scarcity,1,Low-stock Messages
Only 4 left,Scarcity,1,Low-stock Messages
 Unstitched Fabric ,Not Dark Pattern,0,None
High Gable Sheds,Not Dark Pattern,0,None
"No Thanks, I don't want official software at the best price.",Misdirection,1,Confirmshaming
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,1,Activity Notifications
"No thanks, I like full price",Misdirection,1,Confirmshaming
Availability: Low Stock,Scarcity,1,Low-stock Messages
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,Urgency,1,Limited-time Messages
Your cart is reserved for 14:57 minutes!,Urgency,1,Countdown Timers
 Motocross Boots ,Not Dark Pattern,0,None
My AccountSign-in to your account,Not Dark Pattern,0,None
 PopWallet+ Refine by Product Type: PopWallet+ ,Not Dark Pattern,0,None
 Circa Punches ,Not Dark Pattern,0,None
19 people viewed this product per day,Social Proof,1,Activity Notifications
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,Social Proof,1,Activity Notifications
Grab yourself a bargain.,Misdirection,1,Pressured Selling
Golf Remotes,Not Dark Pattern,0,None
HomeFlowersColourful Mixed Roses Bouquet,Not Dark Pattern,0,None
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,1,Pressured Selling
Customers also bought,Misdirection,1,Pressured Selling
Media Players,Not Dark Pattern,0,None
ONLY 3 LEFT,Scarcity,1,Low-stock Messages
Pillow & Foam Bed Wedges,Not Dark Pattern,0,None
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",Social Proof,1,Activity Notifications
Pay Securely with Trespass,Not Dark Pattern,0,None
62 people have looked at this item in the last few hours.,Social Proof,1,Activity Notifications
Limited Time Offer,Urgency,1,Limited-time Messages
Transmission and Driveline,Not Dark Pattern,0,None
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Social Proof,1,Activity Notifications
"No, thanks, I´d rather pay more",Misdirection,1,Confirmshaming
GlassGuard Warranty Do not fear breaking your glass. Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1,Pressured Selling
My Account ,Not Dark Pattern,0,None
 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit ,Not Dark Pattern,0,None
 Most-Hearted Styles Shop Now ,Not Dark Pattern,0,None
"Nah, I'll pay full price",Misdirection,1,Confirmshaming
Pro Boost Treatments,Not Dark Pattern,0,None
Order in 14:53 to get 2 pillows for free,Urgency,1,Countdown Timers
Availability: 5 items left,Scarcity,1,Low-stock Messages
Add to Your Gift and We'll Ship it For Free!,Misdirection,1,Pressured Selling
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,Urgency,1,Countdown Timers
Only 69 left!,Scarcity,1,Low-stock Messages
"Michael M. from Lacey, WA just bought a Cal King",Social Proof,1,Activity Notifications
Sunwayfoto,Not Dark Pattern,0,None
IN HIGH DEMAND!,Scarcity,1,High-demand Messages
VIP OFFERS END 00:54:59,Urgency,1,Countdown Timers
· Physical Healing,Not Dark Pattern,0,None
6 others have already bought this deal today!,Social Proof,1,Activity Notifications
FOR A time ONLY,Urgency,1,Limited-time Messages
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Social Proof,1,Activity Notifications
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Urgency,1,Limited-time Messages
We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,Not Dark Pattern,0,None
"No Thanks, I'd Rather Pay Full Price",Misdirection,1,Confirmshaming
"No thanks, I like paying full price",Misdirection,1,Confirmshaming
"Bobby in Decatur, United States just purchased",Social Proof,1,Activity Notifications
ONLY 2 LEFT,Scarcity,1,Low-stock Messages
JUST 1 LEFT!,Scarcity,1,Low-stock Messages
Platinum-Dipped Rose,Not Dark Pattern,0,None
* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,Urgency,1,Limited-time Messages
 read you will want to read -- Five Book Group Favourites * Sunday Post *,Not Dark Pattern,0,None
The page you were looking for doesn't exist.,Not Dark Pattern,0,None
Only 26 Left,Scarcity,1,Low-stock Messages
Only 14 left in stock,Scarcity,1,Low-stock Messages
Only 2 left in stock!,Scarcity,1,Low-stock Messages
"No, thanks. I'd rather pay full price.",Misdirection,1,Confirmshaming
Only 4 items left in stock.,Scarcity,1,Low-stock Messages
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,Not Dark Pattern,0,None
Order without free membership $69.95,Misdirection,1,Pressured Selling
"Hurry, Only 4 Left In Stock. Buy Now!",Scarcity,1,Low-stock Messages
Only 3 Left,Scarcity,1,Low-stock Messages
(only 5 left),Scarcity,1,Low-stock Messages
Different Types of Gold,Not Dark Pattern,0,None
LIMITED TIME ONLY!,Urgency,1,Limited-time Messages
Livefood Subscription,Not Dark Pattern,0,None
Only 9 Left!,Scarcity,1,Low-stock Messages
"No thanks, I just want the item",Misdirection,1,Confirmshaming
 Best-Selling Products ,Not Dark Pattern,0,None
 Baby & Toddler Toys ,Not Dark Pattern,0,None
Your cart is reserved for 14:57 minutes!,Urgency,1,Countdown Timers
LESS THAN 5 LEFT!,Scarcity,1,Low-stock Messages
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,1,Activity Notifications
 Military Discount ,Not Dark Pattern,0,None
308 viewed per day,Social Proof,1,Activity Notifications
Only: 9 in stock now,Scarcity,1,Low-stock Messages
7 sold in the last 48 hours,Social Proof,1,Activity Notifications
22 people have looked at this part recently,Social Proof,1,Activity Notifications
Hurry up! Sale Ends in,Urgency,1,Countdown Timers
 Digital Device Covers ,Not Dark Pattern,0,None
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,1,Countdown Timers
Terrarium Light Canopies,Not Dark Pattern,0,None
1 left in stock. Hurry!,Scarcity,1,Low-stock Messages
Only 867 left,Scarcity,1,Low-stock Messages
Oxfords & Loafers,Not Dark Pattern,0,None
Hydration,Not Dark Pattern,0,None
Sale ends soon:,Urgency,1,Limited-time Messages
 Contact Support ,Not Dark Pattern,0,None
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,1,Countdown Timers
Beetle Remotes,Not Dark Pattern,0,None
"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",Urgency,1,Countdown Timers
Almost Sold Out! Only 2 Left.,Scarcity,1,Low-stock Messages
QUANTITY: *ONLY 1 LEFT,Scarcity,1,Low-stock Messages
6 people have looked at this in the last few hrs.,Social Proof,1,Activity Notifications
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Social Proof,1,Activity Notifications
"No thanks, I don't like good deals.",Misdirection,1,Confirmshaming
3 people are looking at this item right now,Social Proof,1,Activity Notifications
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,1,Countdown Timers
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,1,Countdown Timers
 Shop By Shape ,Not Dark Pattern,0,None
How about one of these hot sellers?,Misdirection,1,Pressured Selling
You might also like,Not Dark Pattern,0,None
 Cable Winders ,Not Dark Pattern,0,None
 Join NRA or Renew,Not Dark Pattern,0,None
 Laundry & Cleaning ,Not Dark Pattern,0,None
"NO, I DON'T FEEL LUCKY",Misdirection,1,Confirmshaming
"Yes, I Want To Save Money.No Thanks",Misdirection,1,Confirmshaming
ONLY 3 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
Only 2 left in stock,Scarcity,1,Low-stock Messages
"Someone in Ampang, Malaysia just bought",Social Proof,1,Activity Notifications
Low in stock: only 1 left.,Scarcity,1,Low-stock Messages
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Urgency,1,Countdown Timers
 Functional Marketing Cookies,Not Dark Pattern,0,None
"No Thanks, I don't want a .",Misdirection,1,Confirmshaming
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",Not Dark Pattern,0,None
Today's sale ends in: 00hours:57min:19sec,Urgency,1,Countdown Timers
" Looks like your cart is empty, let's fix that! ",Not Dark Pattern,0,None
Only 9 left!,Scarcity,1,Low-stock Messages
beautifully written prose,Not Dark Pattern,0,None
 Home » ,Not Dark Pattern,0,None
"Someone in Byron Bay, NSW just bought",Social Proof,1,Activity Notifications
NRA Annual Meetings & Exhibits,Not Dark Pattern,0,None
WilmaNorth Carolina,Not Dark Pattern,0,None
(Only 1 Left),Scarcity,1,Low-stock Messages
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),Misdirection,1,Pressured Selling
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,1,Trick Questions
Only 2 left,Scarcity,1,Low-stock Messages
Hurry Up! Only 1 Piece Left,Scarcity,1,Low-stock Messages
"Someone in Byron Bay, NSW just bought",Social Proof,1,Activity Notifications
"An item you ordered is in high demand. No worries, we have reserved your order.",Scarcity,1,High-demand Messages
 What's New New arrivals daily ,Not Dark Pattern,0,None
POSTED BY @missladywoolf#motoin,Not Dark Pattern,0,None
"Only 3 left, order soon",Scarcity,1,Low-stock Messages
Nicholas Kirkwood,Not Dark Pattern,0,None
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,Urgency,1,Limited-time Messages
"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",Social Proof,1,Activity Notifications
Loading interface...,Not Dark Pattern,0,None
 Entertainment Centers & TV Stands ,Not Dark Pattern,0,None
Low in stock: only 2 left.,Scarcity,1,Low-stock Messages
Limited Stock,Scarcity,1,Low-stock Messages
"Yes, I Want To Save Money!No Thanks",Misdirection,1,Confirmshaming
Only 3 left in stock,Scarcity,1,Low-stock Messages
"Carl F. from Fort Ann, NY bought a King",Social Proof,1,Activity Notifications
" Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase ",Not Dark Pattern,0,None
994 items sold this hour.,Social Proof,1,Activity Notifications
Grey Jewelry,Not Dark Pattern,0,None
No thanks. I don’t want to save money.,Misdirection,1,Confirmshaming
Your order is reserved for 08:48 minutes!,Urgency,1,Countdown Timers
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Social Proof,1,Activity Notifications
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,1,Limited-time Messages
FootwearHome & Office,Not Dark Pattern,0,None
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Misdirection,1,Pressured Selling
Kick those cravings,Not Dark Pattern,0,None
 Loyalty Points ,Not Dark Pattern,0,None
Only 7 left!,Scarcity,1,Low-stock Messages
Mens Footwear,Not Dark Pattern,0,None
Memory Cards,Not Dark Pattern,0,None
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
3 PEOPLE VIEWING,Social Proof,1,Activity Notifications
"No thanks, I’d rather not win.",Misdirection,1,Confirmshaming
We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more,Not Dark Pattern,0,None
Only a few left,Scarcity,1,Low-stock Messages
Your order is reserved for 09:35 minutes!,Urgency,1,Countdown Timers
Last one available,Scarcity,1,Low-stock Messages
 Best Deals of the Month: April Edition ,Not Dark Pattern,0,None
Wireless Microphone,Not Dark Pattern,0,None
IN HIGH DEMAND!,Scarcity,1,High-demand Messages
 View In Your Room ,Not Dark Pattern,0,None
"No thanks, I'd rather pay more",Misdirection,1,Confirmshaming
Only 1 left in Stock!,Scarcity,1,Low-stock Messages
Welcome Newcomer,Not Dark Pattern,0,None
Only 1 left in Stock!,Scarcity,1,Low-stock Messages
AdjustableBucketHeadbandsSale Items- View All -,Not Dark Pattern,0,None
"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",Social Proof,1,Activity Notifications
Only 3 Left,Scarcity,1,Low-stock Messages
Concrete Tools,Not Dark Pattern,0,None
LOGIN/REGISTER,Misdirection,1,Trick Questions
Clearance! Only 4 left in stock.,Scarcity,1,Low-stock Messages
Embossing Powder,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
"No, thank you. I prefer to pay the full price",Misdirection,1,Confirmshaming
00DAYS07HOURS09MINUTES39SECONDS,Urgency,1,Countdown Timers
Limited Time Offer,Urgency,1,Limited-time Messages
"no thanks, I like paying full price",Misdirection,1,Confirmshaming
52 people are looking at this right now.,Social Proof,1,Activity Notifications
Score! You've Qualified for a Checkout Bonus,Misdirection,1,Pressured Selling
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof,1,Activity Notifications
105 pawrents are buying for their furkids now!,Social Proof,1,Activity Notifications
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Urgency,1,Limited-time Messages
 Rain Boots ,Not Dark Pattern,0,None
Hurry! Only 7 left,Scarcity,1,Low-stock Messages
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1,Countdown Timers
Would you like to buy more and save more?,Misdirection,1,Pressured Selling
Special sale ends in,Urgency,1,Limited-time Messages
Only 2 left,Scarcity,1,Low-stock Messages
Other 2 customers have it in their cart.,Social Proof,1,Activity Notifications
"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",Social Proof,1,Activity Notifications
'Keeper of Lost Things',Not Dark Pattern,0,None
two remaining!,Urgency,1,Limited-time Messages
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Social Proof,1,Activity Notifications
 Champagne Taittinger ,Not Dark Pattern,0,None
Availability: Low Stock,Scarcity,1,Low-stock Messages
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Urgency,1,Countdown Timers
 shop all ,Not Dark Pattern,0,None
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,1,Activity Notifications
Tube Tops,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Add to Wish List(13 People Have Added),Social Proof,1,Activity Notifications
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Social Proof,1,Activity Notifications
