Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Social Proof,Activity Notifications,In other users' carts 59,in other users carts <num>,42,In other users' carts 59,in other users carts <num>
Misdirection,Confirmshaming,"No thanks, I want to pay the full price.",no thanks i want to pay the full price,284,"No thanks, I want to pay the full price.",no thanks i want to pay the full price
Misdirection,Confirmshaming,"No, thank you. I prefer to pay the full price",no thank you i prefer to pay the full price,324,"No, thank you. I prefer to pay the full price",no thank you i prefer to pay the full price
Social Proof,Activity Notifications,"Someone in San diego, United States just bought Gemfield Watch 15 days ago",someone in san diego united states just bought gemfield watch <num> days ago,65,"Someone in San diego, United States just bought Gemfield Watch 15 days ago",someone in san diego united states just bought gemfield watch <num> days ago
Misdirection,Pressured Selling,Professional Color Tool Kit / Addons,professional color tool kit addons,354,Professional Color Tool Kit / Addons,professional color tool kit addons
Misdirection,Confirmshaming,"No thanks, I prefer to pay full price.",no thanks i prefer to pay full price,302,"No thanks, I prefer to pay full price.",no thanks i prefer to pay full price
Social Proof,Activity Notifications,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",someone in flemington united states purchase anti-aging eyelid tape contains <num> strips just now,174,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",someone in flemington united states purchase anti-aging eyelid tape contains <num> strips just now
Misdirection,Confirmshaming,"No thanks, I don’t like fun and games.",no thanks i don t like fun and games,333,"No thanks, I don’t like fun and games.",no thanks i don t like fun and games
Social Proof,Activity Notifications,2 people are looking right now,<num> person are looking right now,15,🔥 2 people are looking right now,<num> person are looking right now
Misdirection,Trick Questions,I don't feel lucky,i don t feel lucky,425,I don't feel lucky,i don t feel lucky
Misdirection,Confirmshaming,"No thanks, I don't like good deals.",no thanks i don t like good deals,331,"No thanks, I don't like good deals.",no thanks i don t like good deals
Social Proof,Activity Notifications,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",tristan in markham canada purchase a dragon baseball jersey,80,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",tristan in markham canada purchase a dragon baseball jersey
Social Proof,Activity Notifications,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago,189,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago
Misdirection,Confirmshaming,"No thanks, I don't like discounts",no thanks i don t like discounts,274,"No thanks, I don't like discounts",no thanks i don t like discounts
Misdirection,Confirmshaming,"No, thanks. I'd rather pay full price.",no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,Viewed 1040 times in the last 7 days,viewed <num> times in the last <num> days,81,Viewed 1040 times in the last 7 days,viewed <num> times in the last <num> days
Misdirection,Confirmshaming,"No thanks, I don't like free stuff",no thanks i don t like free stuff,263,"No thanks, I don't like FREE stuff.",no thanks i don t like free stuff
Misdirection,Pressured Selling,$132.90 $99.00,<num> <num>,355,$132.90 $99.00,<num> <num>
Social Proof,Activity Notifications,715 people have added this item to cart,<num> person have added this item to cart,4,17 people have added this item to cart,<num> person have added this item to cart
Social Proof,Activity Notifications,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,hayden near princeton just bought cbd vegan gummies,39,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,hayden near princeton just bought cbd vegan gummies
Misdirection,Confirmshaming,"NO THANKS, I'D RATHER PAY FULL PRICE",no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,someone from purchase a holees original ladies ii - navy about <num> hours ago,108,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,someone from purchase a holees original ladies ii - navy about <num> hours ago
Social Proof,Activity Notifications,273 units sold in the last 30 days,<num> units sold in the last <num> days,166,273 units sold in the last 30 days,<num> units sold in the last <num> days
Misdirection,Confirmshaming,"No thanks, I'll still want to pay full price",no thanks i ll still want to pay full price,294,"No thanks, I'll still want to pay full price",no thanks i ll still want to pay full price
Misdirection,Confirmshaming,"No thanks, I don’t like saving money.",no thanks i don t like saving money,265,"No Thanks, I Don't Like Saving Money.",no thanks i don t like saving money
Social Proof,Activity Notifications,1044 sold in past 12 months,<num> sold in past <num> months,162,1044 sold in past 12 months,<num> sold in past <num> months
Social Proof,Activity Notifications,🔥 2 people are looking right now,<num> person are looking right now,15,🔥 2 people are looking right now,<num> person are looking right now
Social Proof,Activity Notifications,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,this product has been view <num> times in the last <num> hours,76,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,this product has been view <num> times in the last <num> hours
Social Proof,Activity Notifications,92 customers bought this in the last 48 hours,<num> customers bought this in the last <num> hours,138,92 customers bought this in the last 48 hours,<num> customers bought this in the last <num> hours
Social Proof,Activity Notifications,"Tyler in Norwalk, United States purchased a",tyler in norwalk united states purchase a,191,"Tyler in Norwalk, United States purchased a",tyler in norwalk united states purchase a
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,4 people have purchased this item,<num> person have purchase this item,0,"2,221 people have purchased this item",<num> person have purchase this item
Social Proof,Activity Notifications,6 people have looked at this in the last few hrs.,<num> person have looked at this in the last few hrs,13,6 people have looked at this in the last few hrs.,<num> person have looked at this in the last few hrs
Social Proof,Activity Notifications,5 people are looking at this product right now,<num> person are looking at this product right now,142,5 people are looking at this product right now,<num> person are looking at this product right now
Misdirection,Pressured Selling,Recommended option selected (you can modify later).,recommended option selected you can modify later,345,Recommended option selected (you can modify later).,recommended option selected you can modify later
Misdirection,Confirmshaming,"No Thanks, I Don't Want To Save",no thanks i don t want to save,266,"No thanks, I don’t want to save",no thanks i don t want to save
Social Proof,Activity Notifications,"Edwin in Woodland Park, NJ just bought",edwin in woodland park nj just bought,197,"Edwin in Woodland Park, NJ just bought",edwin in woodland park nj just bought
Social Proof,Activity Notifications,"1,446 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Social Proof,Activity Notifications,404 Orders,<num> orders,144,404 Orders,<num> orders
Misdirection,Confirmshaming,"No, thanks. I'd prefer not to save.",no thanks i d prefer not to save,340,"No, thanks. I'd prefer not to save.",no thanks i d prefer not to save
Misdirection,Confirmshaming,"No, I don't feel lucky.",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",samuel in minneapolis united states purchase a pod juice jewel mint cool nicotine salt e-liquid <num> <num> ml <num> hours ago,89,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",samuel in minneapolis united states purchase a pod juice jewel mint cool nicotine salt e-liquid <num> <num> ml <num> hours ago
Misdirection,Trick Questions,I don't feel lucky,i don t feel lucky,425,I don't feel lucky,i don t feel lucky
Misdirection,Pressured Selling,Protect Your Gear,protect your gear,353,Protect Your Gear,protect your gear
Social Proof,Activity Notifications,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",grace from orlando united states bought camouflage jumpsuit <num> minutes ago,38,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",grace from orlando united states bought camouflage jumpsuit <num> minutes ago
