Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Pressured Selling,"You choose: just one box, or a  Madison Reed Membership?",you choose just one box or a madison reed membership,462,"You choose: just one box, or a  Madison Reed Membership?",you choose just one box or a madison reed membership
Misdirection,Confirmshaming,"No, I don't want a discount",no i don t want a discount,315,"No Thanks, I Don't Want a Discount",no thanks i don t want a discount
Misdirection,Confirmshaming,"No Thanks, I don't like free stuff.",no thanks i don t like free stuff,301,"NO THANKS, I DON'T LIKE FREE STUFF",no thanks i don t like free stuff
Social Proof,Activity Notifications,69 people are viewing this,<num> person are view this,4,9 people are viewing this.,<num> person are view this
Social Proof,Activity Notifications,POPULAR 64 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours,22,POPULAR 64 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours
Social Proof,Activity Notifications,21 people looked at this during the last 24 hours,<num> person looked at this during the last <num> hours,188,21 people looked at this during the last 24 hours,<num> person looked at this during the last <num> hours
Social Proof,Activity Notifications,43 added to bag in the last 48hrs,<num> added to bag in the last <num> hrs,52,43 added to bag in the last 48hrs,<num> added to bag in the last <num> hrs
Social Proof,Activity Notifications,Trending now 59 customers are viewing this item,trending now <num> customers are view this item,9,Trending now 50 customers are viewing this item,trending now <num> customers are view this item
Misdirection,Trick Questions,Savings applied at pop up Subscribe to finalize,savings applied at pop up subscribe to finalize,564,Savings applied at pop up Subscribe to finalize,savings applied at pop up subscribe to finalize
Misdirection,Confirmshaming,"No thanks, I'll still want to pay full price",no thanks i ll still want to pay full price,340,"No thanks, I'll still want to pay full price",no thanks i ll still want to pay full price
Social Proof,Activity Notifications,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago,234,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago
Misdirection,Confirmshaming,"No thanks, I've got too much cool Glock stuff!",no thanks i ve got too much cool glock stuff,332,"No thanks, I've got too much cool Glock stuff!",no thanks i ve got too much cool glock stuff
Social Proof,Activity Notifications,39 people have this in their cart,<num> person have this in their cart,16,135 people have this in their cart,<num> person have this in their cart
Social Proof,Activity Notifications,Currently 46 people have this in their carts,currently <num> person have this in their carts,10,Currently 46 people have this in their carts,currently <num> person have this in their carts
Misdirection,Confirmshaming,"No thanks, I don't want 15% off",no thanks i don t want <num> off,316,"NO THANKS, I DON’T WANT 15% OFF",no thanks i don t want <num> off
Misdirection,Confirmshaming,"No Thanks, I Don't Like Saving Money.",no thanks i don t like saving money,303,"No Thanks, I Don't Like Saving Money.",no thanks i don t like saving money
Social Proof,Activity Notifications,3 people bought this item last week.,<num> person bought this item last week,176,3 people bought this item last week.,<num> person bought this item last week
Social Proof,Activity Notifications,"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",ken in three bridges united states purchase all zebrawood olive ash,64,"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",ken in three bridges united states purchase all zebrawood olive ash
Social Proof,Activity Notifications,Frequently bought together by 30 plus customers,frequently bought together by <num> plus customers,15,Frequently bought together by 30 plus customers,frequently bought together by <num> plus customers
Misdirection,Trick Questions,Promo applied Taxes and booking fee may be shown at checkout,promo applied taxes and booking fee may be shown at checkout,624,Promo applied Taxes and booking fee may be shown at checkout,promo applied taxes and booking fee may be shown at checkout
Social Proof,Activity Notifications,80 Customers are considering this product right now.,<num> customers are considering this product now,201,80 Customers are considering this product right now.,<num> customers are considering this product now
Misdirection,Trick Questions,Would you like to purchase an Extended Protection Plan?,would you like to purchase an extended protection plan,585,Would you like to purchase an Extended Protection Plan?,would you like to purchase an extended protection plan
Misdirection,Confirmshaming,"No Thanks, I prefer not to have a protection plan",no thanks i prefer not to have a protection plan,336,"No Thanks, I prefer not to have a protection plan",no thanks i prefer not to have a protection plan
Social Proof,Activity Notifications,Popular badge earned from 70 plus purchases,popular badge earned from <num> plus purchases,18,Popular badge earned from 95 plus purchases,popular badge earned from <num> plus purchases
Misdirection,Trick Questions,Savings applied at push notification Apply coupon to finalize,savings applied at push notification apply coupon to finalize,562,Savings applied at push notification Apply coupon to finalize,savings applied at push notification apply coupon to finalize
Misdirection,Pressured Selling,Score! You've Qualified for a Checkout Bonus,score you ve qualified for a checkout bonus,409,Score! You've Qualified for a Checkout Bonus,score you ve qualified for a checkout bonus
Social Proof,Activity Notifications,"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",someone in cashmere bought a rcm cosworth timing belt kit <num> - <num> my ej <num> <num> <num> hour ago,157,"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",someone in cashmere bought a rcm cosworth timing belt kit <num> - <num> my ej <num> <num> <num> hour ago
Misdirection,Trick Questions,Would you like to buy more and save more?,would you like to buy more and save more,586,Would you like to buy more and save more?,would you like to buy more and save more
Misdirection,Pressured Selling,Best value pre selected for you change anytime,best value pre selected for you change anytime,471,Best value pre selected for you change anytime,best value pre selected for you change anytime
Misdirection,Trick Questions,Decline protection small text or Reserve to continue,decline protection small text or reserve to continue,643,Decline protection small text or Reserve to continue,decline protection small text or reserve to continue
Social Proof,Activity Notifications,4 people have purchased this item,<num> person have purchase this item,1,"2,221 people have purchased this item",<num> person have purchase this item
Misdirection,Trick Questions,No I don't feel lucky,no i don t feel lucky,628,No I don't feel lucky,no i don t feel lucky
Misdirection,Confirmshaming,"No thanks, I don't like promotions and exclusive content.",no thanks i don t like promotions and exclusive content,353,"No thanks, I don't like promotions and exclusive content.",no thanks i don t like promotions and exclusive content
Social Proof,Activity Notifications,137 users are currently active on our website,<num> users are currently active on our website,26,339 users are currently active on our website,<num> users are currently active on our website
Misdirection,Pressured Selling,trial upgrade unlocked selection is already chosen for you,trial upgrade unlocked selection is already chosen for you,451,trial upgrade unlocked selection is already chosen for you,trial upgrade unlocked selection is already chosen for you
