String,Type,label,predicate
"No thanks, I'll still want to pay full price",Misdirection,1,Confirmshaming
Soft Flexible (Classic),Not Dark Pattern,0,None
How about these?,Misdirection,1,Trick Questions
Printed Long Sleeves Casual Blouse For Women,Not Dark Pattern,0,None
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
__________,Not Dark Pattern,0,None
Subscribe,Not Dark Pattern,0,None
Favored By: 400 people!,Social Proof,1,Testimonials of Uncertain Origin
Summer Casual Printed Short Sleeve T-Shirt,Not Dark Pattern,0,None
Hurry! Only a few of these left,Scarcity,1,Low-stock Messages
NRA Whittington Center Store,Not Dark Pattern,0,None
Limited Time Remaining!,Urgency,1,Limited-time Messages
Trending Style! Sold 4 times today,Social Proof,1,Activity Notifications
No thanks - I don't want to save money,Misdirection,1,Confirmshaming
shop by trend,Not Dark Pattern,0,None
"No thanks, I don't like FREE stuff.",Misdirection,1,Confirmshaming
Last Shape Guide,Not Dark Pattern,0,None
SHOP TRIATHLON,Not Dark Pattern,0,None
HURRY! ONLY 58 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,1,Limited-time Messages
Data Processor: Amobee,Not Dark Pattern,0,None
Customer also shopped for,Misdirection,1,Pressured Selling
Hurry Up ! Just 2 Items Left in stock,Scarcity,1,Low-stock Messages
Only 1 left in stock! Get in quick!,Scarcity,1,Low-stock Messages
Report a Fake Product,Not Dark Pattern,0,None
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Social Proof,1,Activity Notifications
Discreet packaging,Not Dark Pattern,0,None
Recent Searches,Not Dark Pattern,0,None
Skin Concerns,Not Dark Pattern,0,None
"The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",Not Dark Pattern,0,None
"Hurry, Only a few left!",Scarcity,1,Low-stock Messages
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,Not Dark Pattern,0,None
156 sold in last 24 hours,Social Proof,1,Activity Notifications
Only 14 left in stock,Scarcity,1,Low-stock Messages
Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy,Not Dark Pattern,0,None
Shop All NFL,Not Dark Pattern,0,None
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",Social Proof,1,Activity Notifications
Your order is reserved for 09:58 minutes!,Urgency,1,Countdown Timers
Functional Cookies,Not Dark Pattern,0,None
FLASH 19:15:22,Urgency,1,Countdown Timers
This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.,Not Dark Pattern,0,None
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,1,Countdown Timers
Only 34 Left!,Scarcity,1,Low-stock Messages
Delivery & Returns,Not Dark Pattern,0,None
Selling Fast,Scarcity,1,High-demand Messages
HURRY! ONLY 1 IN STOCK!,Scarcity,1,Low-stock Messages
17 people have added this item to cart,Social Proof,1,Activity Notifications
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1,Confirmshaming
@elsieandpresley_ got some fantastic color results with our Hair Color Wax. Well done 👏,Not Dark Pattern,0,None
5338 people viewed this in the last hour,Social Proof,1,Activity Notifications
Beetle Remotes,Not Dark Pattern,0,None
Dressmakers Mannequins,Not Dark Pattern,0,None
selected language日本語currencyJPY,Not Dark Pattern,0,None
"No thanks, I don't like savings",Misdirection,1,Confirmshaming
Your order is reserved for 09:14 minutes!,Urgency,1,Countdown Timers
HURRY! YOUR 10% OFF EXPIRES IN 29:43,Urgency,1,Countdown Timers
Lean To Sheds,Not Dark Pattern,0,None
"Sorry, we could not process your request at the moment. Please try again in a few minutes.",Not Dark Pattern,0,None
111 people have purchased this item,Social Proof,1,Activity Notifications
Diamond Nose Studs,Not Dark Pattern,0,None
Please note: we do not ship to PO Boxes,Not Dark Pattern,0,None
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Social Proof,1,Activity Notifications
View all,Not Dark Pattern,0,None
My Reviews,Not Dark Pattern,0,None
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,Urgency,1,Limited-time Messages
Just BEE Queen,Not Dark Pattern,0,None
Shop all,Not Dark Pattern,0,None
12 recently purchased it.,Social Proof,1,Activity Notifications
00:15:07:45,Urgency,1,Countdown Timers
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good.,Not Dark Pattern,0,None
Limited time offer.,Urgency,1,Limited-time Messages
beautifully written prose,Not Dark Pattern,0,None
Only 1 left in stock! Order soon!,Scarcity,1,Low-stock Messages
Daystate FAC Air Rifles,Not Dark Pattern,0,None
"No thanks, I'm not interested in saving money.",Misdirection,1,Confirmshaming
Wish Your Loved Ones Instantly with Ferns N Petals International Services,Not Dark Pattern,0,None
For Wife,Not Dark Pattern,0,None
Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,Urgency,1,Countdown Timers
Only 15 left in stock,Scarcity,1,Low-stock Messages
Free Shipping,Not Dark Pattern,0,None
77 PEOPLE LIKE THIS,Social Proof,1,Activity Notifications
I'D RATHER PAY FULL PRICE,Misdirection,1,Confirmshaming
2 in stock,Scarcity,1,Low-stock Messages
ONLY 1 LEFT! GET IT NOW!,Scarcity,1,Low-stock Messages
"No thanks, I want to pay the full price.",Misdirection,1,Confirmshaming
Over 238 people have bought this product,Social Proof,1,Activity Notifications
Your cart is reserved for 14:57 minutes!,Urgency,1,Countdown Timers
Browse by A-Z,Not Dark Pattern,0,None
Art & Crafting Tools,Not Dark Pattern,0,None
"No thanks, I'm not interested in saving money.",Misdirection,1,Confirmshaming
Don't miss out! We've sold 38 in the last few days.,Social Proof,1,Activity Notifications
only 5 left,Scarcity,1,Low-stock Messages
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Social Proof,1,Activity Notifications
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,Not Dark Pattern,0,None
There is only one product left!,Scarcity,1,Low-stock Messages
I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully,Not Dark Pattern,0,None
Highline Double Wheel Bag,Not Dark Pattern,0,None
Carpet Python Vivariums,Not Dark Pattern,0,None
Order in 13:16 to get $200 off your mattress,Urgency,1,Countdown Timers
Purchased 100+ times in the last few days.,Social Proof,1,Activity Notifications
Household,Not Dark Pattern,0,None
Shop Dresses by Occasion,Not Dark Pattern,0,None
only 2 left,Scarcity,1,Low-stock Messages
Free climate compensated shipping & returns,Not Dark Pattern,0,None
Limited time offer.,Urgency,1,Limited-time Messages
Almost Famous Jeans,Not Dark Pattern,0,None
Share on Pinterest,Not Dark Pattern,0,None
All Licensed,Not Dark Pattern,0,None
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",Social Proof,1,Activity Notifications
Great for keeping track of your pup while at work,Not Dark Pattern,0,None
IZZY MIDI DRESS Ivory,Not Dark Pattern,0,None
Summer V Neck Solid Color Short Sleeve Waffle T-Shirt,Not Dark Pattern,0,None
Limited time offer.,Urgency,1,Limited-time Messages
COLLEGIATE,Not Dark Pattern,0,None
Casual Sheath Chiffon Sequins Straps V-neck Sleeveless Bridesmaid Dress,Not Dark Pattern,0,None
"No thank you, I prefer to pay full price",Misdirection,1,Confirmshaming
"Jumpers, Shirts & T-Shirts",Not Dark Pattern,0,None
Customer Feedback,Not Dark Pattern,0,None
Intercoms & Doorbells,Not Dark Pattern,0,None
"""Your purchase entitles you to the following special""",Misdirection,1,Pressured Selling
In other users' carts 59,Social Proof,1,Activity Notifications
Aids mental processing†,Not Dark Pattern,0,None
Added to Favorites,Not Dark Pattern,0,None
Last Shape Guide,Not Dark Pattern,0,None
Only 8 left in stock. Almost Gone!,Scarcity,1,Low-stock Messages
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,Trick Questions
Baby Cross Stitch & Embroidery Patterns,Not Dark Pattern,0,None
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,1,Countdown Timers
2 people have looked at this in the last couple of hrs.,Social Proof,1,Activity Notifications
"Great prices, professional customer services",Not Dark Pattern,0,None
Act now and save $12.99. Limited time only!,Urgency,1,Limited-time Messages
Shop By Fabric,Not Dark Pattern,0,None
NEED ADDITIONAL HELP?,Not Dark Pattern,0,None
Shirts & Blouses,Not Dark Pattern,0,None
Men's Pullover Sweaters,Not Dark Pattern,0,None
Shopping with JD,Not Dark Pattern,0,None
Face Masks,Not Dark Pattern,0,None
67% offers claimed. Hurry up!,Scarcity,1,High-demand Messages
Items in your cart are in high demand.,Scarcity,1,High-demand Messages
Strength & Functional Training,Not Dark Pattern,0,None
Only 2 left in stock!,Scarcity,1,Low-stock Messages
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Social Proof,1,Activity Notifications
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",Social Proof,1,Activity Notifications
Dog Whistles & Lanyards,Not Dark Pattern,0,None
Synthesis E-MTB Carbon Wheelset,Not Dark Pattern,0,None
New In Bottoms,Not Dark Pattern,0,None
Only 8 left,Scarcity,1,Low-stock Messages
New In,Not Dark Pattern,0,None
3642 BOUGHT,Social Proof,1,Activity Notifications
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,Urgency,1,Countdown Timers
View All Bearings,Not Dark Pattern,0,None
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,1,Countdown Timers
Deals of the Week,Not Dark Pattern,0,None
Limited time offer,Urgency,1,Limited-time Messages
Only 10 left in stock,Scarcity,1,Low-stock Messages
Receive news and updates on new products,Not Dark Pattern,0,None
Competitions,Not Dark Pattern,0,None
"No Thanks, I prefer paying full price.",Misdirection,1,Confirmshaming
Your order is reserved for 19:57 minutes.,Urgency,1,Countdown Timers
Sorry! This product is no longer available,Not Dark Pattern,0,None
Only 8 left!,Scarcity,1,Low-stock Messages
FLASH SALE | LIMITED TIME ONLY Shop Now,Urgency,1,Limited-time Messages
Almost Famous Jeans,Not Dark Pattern,0,None
Cooling & Air Treatment,Not Dark Pattern,0,None
8 customers have bought today,Social Proof,1,Activity Notifications
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Urgency,1,Limited-time Messages
"THE COMPETITION $1,299.99",Misdirection,1,Pressured Selling
FLASH 19:15:22,Urgency,1,Countdown Timers
FREE SHIPPING // FOR A LIMITED TIME ONLY,Urgency,1,Limited-time Messages
"Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime.",Not Dark Pattern,0,None
Not sold separately,Not Dark Pattern,0,None
Less than 10 left in stock,Scarcity,1,Low-stock Messages
View All Tops,Not Dark Pattern,0,None
This campaign was taken down for content reasons,Not Dark Pattern,0,None
Sports Bras,Not Dark Pattern,0,None
Women's Bags,Not Dark Pattern,0,None
31 have it in their cart,Social Proof,1,Activity Notifications
"For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies:",Not Dark Pattern,0,None
Limited Stock,Scarcity,1,Low-stock Messages
1 person is viewing this,Social Proof,1,Activity Notifications
ONLY 3 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
"""Your purchase entitles you to the following special""",Misdirection,1,Pressured Selling
Trousers & Chinos,Not Dark Pattern,0,None
12 recently purchased it.,Social Proof,1,Activity Notifications
Keep up with crankbrothers,Not Dark Pattern,0,None
Only 25 Deals left,Scarcity,1,Low-stock Messages
"25,439 people have viewed this item",Social Proof,1,Activity Notifications
More than 752 users are adding shapewear to their cart. Is your size left?,Social Proof,1,Activity Notifications
Motocross Boots,Not Dark Pattern,0,None
Christian Dior,Not Dark Pattern,0,None
Solar Powered Paw Print Ground Light,Not Dark Pattern,0,None
Limited time - final price reflects extra 29% off,Urgency,1,Limited-time Messages
ONLY 1 ITEM LEFT,Scarcity,1,Low-stock Messages
There are only 1 item left in stock.,Scarcity,1,Low-stock Messages
SAF Warriors,Not Dark Pattern,0,None
COMBAT GEARHot,Not Dark Pattern,0,None
"Sign up for the latest updates, products and offers",Not Dark Pattern,0,None
Hurry! Only 1 left!,Scarcity,1,Low-stock Messages
BMW Remotes,Not Dark Pattern,0,None
Brand: Ray-Ban® | Similar products from Ray-Ban®,Not Dark Pattern,0,None
"Trey in Columbia, United States purchased Leather Cord Capsule",Social Proof,1,Activity Notifications
19 people viewed this product per day,Social Proof,1,Activity Notifications
Mens Footwear,Not Dark Pattern,0,None
Salt Bender Tank and Shorts Combo,Not Dark Pattern,0,None
135 people have this in their cart,Social Proof,1,Activity Notifications
Affiliate,Not Dark Pattern,0,None
Q: Will this damage my hair?,Not Dark Pattern,0,None
"No Thanks, I Don't Want To Save",Misdirection,1,Confirmshaming
Wireless Microphone,Not Dark Pattern,0,None
Charity Collection,Not Dark Pattern,0,None
About Bob's,Not Dark Pattern,0,None
Entertainment Centers & TV Stands,Not Dark Pattern,0,None
Light Works,Not Dark Pattern,0,None
"No thanks, I don't like free stuff",Misdirection,1,Confirmshaming
Computer Accessories,Not Dark Pattern,0,None
Women's Go-Tos,Not Dark Pattern,0,None
Cargo Trousers,Not Dark Pattern,0,None
About Bob's,Not Dark Pattern,0,None
Only 14 left!,Scarcity,1,Low-stock Messages
All Girls Clothing,Not Dark Pattern,0,None
(Only 5 Left),Scarcity,1,Low-stock Messages
FRAMON #2 Code Machine Offer - Limited time offer!,Urgency,1,Limited-time Messages
Only 2 left,Scarcity,1,Low-stock Messages
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1,Countdown Timers
Free Shipping,Not Dark Pattern,0,None
6 people have looked at this in the last few hrs.,Social Proof,1,Activity Notifications
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",Not Dark Pattern,0,None
Riding Culture Neue Lifestyle-Marke bei motoin,Not Dark Pattern,0,None
Boys Purple School Uniforms,Not Dark Pattern,0,None
Limited Time Sale - Buy Now!,Urgency,1,Limited-time Messages
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,Social Proof,1,Activity Notifications
Cross Body,Not Dark Pattern,0,None
New In Special Occasion,Not Dark Pattern,0,None
Less than 7 left!,Scarcity,1,Low-stock Messages
"No thank you, I prefer to pay for shipping.",Misdirection,1,Confirmshaming
Whey Protein Isolate,Not Dark Pattern,0,None
ONLY 5 LEFT,Scarcity,1,Low-stock Messages
Welcome To Hotter us,Not Dark Pattern,0,None
Tracksuit,Not Dark Pattern,0,None
